First Name,Last Name,Hash ID,Counselor Name,High School,School CEEB Code,Rank,NPC,Predicted_Probabilty
Sarah,Pham,npgE5,Kiara  Sims,Cedarville High School,40410,11938,No,0.446535081
Debra,Sindle,Y7gaa,Kiara  Sims,Mountainburg High School,41735,11938,No,0.446535081
Madelyn,Wilkinson,2VgY7,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Layla,Byrum,pGgG3,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Kaitlyn,Kelley,z7274,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Madison,Goodwin,qpgdq,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Sunshine,Xiong,N4gXN,Kiara  Sims,County Line High School,40280,11938,No,0.446535081
Holly,Ming,kEgjQ,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Ysabela,Guerrero,qpg3V,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Marisa,Markward,d4Z27,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Trista,Sumter,D5Kav,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Katherine,Calderon Flores,gKZpD,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Ainsley,Morland,qpgKz,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Kymber,Brewer,7zkdR,Kiara  Sims,Mulberry High School,41785,11938,No,0.446535081
Kaileigh,Whitson,4z7DV,Kiara  Sims,Lavaca High School,41365,11938,No,0.446535081
Raylie,Morgan,V7zMY,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Lindsey,Weigert,gKk2R,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Annmarie,McCallister,vYRj4,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Avery,Roland,2VDnG,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Onnika,Herrera,Y7NgX,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Jenna,McIntyre,N4zz5,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Jackalyn,Forand,vYRRp,Kiara  Sims,Ozark High School,41930,11938,No,0.446535081
Savannah,Thomas,5z75q,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Reese,Giberson,a23RR,Kiara  Sims,Cedarville High School,40410,11938,No,0.446535081
Hannah,Rogers,V7zR9,Kiara  Sims,Lavaca High School,41365,11938,No,0.446535081
Emberlin,Caldwell,3zjb2,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Chau,Ngo,MAzQZ,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Brandy,Ketcherside,Rqzn2,Kiara  Sims,Mulberry High School,41785,11938,No,0.446535081
Guadalupe,Martinez,7zKPv,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Maycie,Bailes,N4D3g,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Lillyanna,Gigerich,Z7q4p,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Jillian,Olienyk,QKEYn,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Cadence,Rowe,d42jK,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Darlyn,Cerros Lara,bNyQK,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Leah,Dekowski,V74Vn,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Zamariah,Embry,d42NA,Kiara  Sims,Northside High School,40835,11938,No,0.446535081
Brooklyn,Keeter,D5Ex5,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Rowan,Butcher,GqEn3,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Jasmine,Acosta,3zAQP,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Allyson,Wilson,V74xQ,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Reese,Robinson,AQE3Y,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Ja'Kiya,Washington,gK44Z,Kiara  Sims,Northside High School,40835,11938,No,0.446535081
Julissa,Sayavongsa,AQEnp,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Melissa,Walker,Y7KzA,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Ana,Garcia,kEqvv,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Aubrie,Cornett,Rqk39,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Claire,Chapple,z7dPZ,Kiara  Sims,Fayetteville High School,40770,11938,No,0.446535081
Brianna,Ball,2VNaz,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Olivia,Miesner,d423z,Kiara  Sims,Charleston High School,40420,11938,No,0.446535081
Adriana,Rusin,3zAbn,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Marta,Faraldo,Z7qdg,Kiara  Sims,Charleston High School,40420,11938,No,0.446535081
Jayleigh,Smith,2VNMZ,Kiara  Sims,County Line High School,40280,11938,No,0.446535081
Saylor,Steward,a2RpN,Kiara  Sims,Mansfield High School,41540,11938,No,0.446535081
Jenny,Robinson,9GabG,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Morgan,Gurule,z7EZg,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Mikayla,Narramore,2VEKP,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Jordon,Ivy,9GERv,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Nya,Price,2VEnP,Kiara  Sims,Northside High School,40835,11938,No,0.446535081
Maribeth,Young,vYEME,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Katie,Hodges,N42bM,Kiara  Sims,Hackett High School,40985,11938,No,0.446535081
Dominique,Palucis,AQdgz,Kiara  Sims,County Line High School,40280,11938,No,0.446535081
Aurora,Macias,pGXgv,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Madeline,Fischer,Z7nAR,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Raeleigh,Case,GqpzX,Kiara  Sims,Magazine High School,41490,11938,No,0.446535081
Jessica,Williams,4zjj3,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Kelsey,Morris,K2yyX,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Rebecca,Albertson,PdAAR,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Abigail,Jones,kEpp2,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Elizabeth,Gray,pGXNZ,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Hannah,Fox,kEpvK,Kiara  Sims,Hackett High School,40985,11938,No,0.446535081
Raelynn,Strong,z7EAd,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Gwynne,Mason,kEpPM,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Presley,Cumbie,3zD5z,Kiara  Sims,Hackett High School,40985,11938,No,0.446535081
Kenzie,Jones,D5agP,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Avery,McClure,AQn9G,Kiara  Sims,Hackett High School,40985,11938,No,0.446535081
Clarissa,Padilla,N4K5G,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Kalynn,Wallace,D5y4q,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Jade,Moran,EdXqk,Charles Fancyboy,Mulberry High School,41785,11938,No,0.446535081
Kadence,Stone,4zk7z,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Hailey,Diaz,N4K2k,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Ze'Chariah,Lavalais,EdXvp,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Andrea,Fenner,3zV32,Kiara  Sims,Charleston High School,40420,11938,No,0.446535081
Maia,McGregor,PdaDM,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Aubree,Neblick,np2xD,Kiara  Sims,Charleston High School,40420,11938,No,0.446535081
Madison,Buskirk,xRbAY,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Lauren,Whitecotton,Z7Qa3,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Lily,Culbreath,vYaVG,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Emilie,Gillespie,bNvDa,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Chloe,Shaw,Gq2Dn,Kiara  Sims,Ozark High School,41930,11938,No,0.446535081
Abbegayle,Bell,vYqZZ,Kiara  Sims,Mountainburg High School,41735,11938,No,0.446535081
Mia,Mulvihill,kEvRg,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Jennie,Doan,N4qbD,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Grace,Gray,7z57n,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Ryleeann,Hill,9GKGq,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Emma,Bullard,5zAdk,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Bethany,Stewart,3z2QP,Kiara  Sims,County Line High School,40280,11938,No,0.446535081
Lela,Kamolsiri,bNvgY,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Allison,Fesler,kEvAq,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Leigh,Swint,d4vDP,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Amelia,Nichols,gKvqZ,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Valentyna,Burlaka,kEvpp,Kiara  Sims,Charleston High School,40420,11938,No,0.446535081
Karmen,Kent,4zNjZ,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Lily,Patino,2Vkzx,Kiara  Sims,Mountainburg High School,41735,11938,No,0.446535081
Keira,McTyre,D5Vd7,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Kindra,Brown,K25n9,Kiara  Sims,Ozark High School,41930,11938,No,0.446535081
Megan,Morson,npk9y,Kiara  Sims,Ozark High School,41930,11938,No,0.446535081
Blazee,Hayes,Z7Z2j,Kiara  Sims,Kingston Public School,41310,11938,No,0.446535081
Jozelyn,Porter,Y7zZb,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Allison,Porter,7z5yz,Kiara  Sims,County Line High School,40280,11938,No,0.446535081
Pitsupha,Uchadee,Edzkg,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Abbegayle,Bell,vYPXg,Kiara  Sims,Mountainburg High School,41735,11938,No,0.446535081
Abigail,Turnbull,2Vxd3,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Natalie,Miller,d4Kjk,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Ryane,Brazeal,XEQGk,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Mackenzie,Mendenhall,z7P7Q,Kiara  Sims,Hackett High School,40985,11938,No,0.446535081
Maelee,Rhodes,Gqx7d,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Ciara,Cooks,vYPRP,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Paisley,Wilkinson,qpxYV,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Destiny,Surber,MA5p5,Kiara  Sims,Charleston High School,40420,11938,No,0.446535081
Samantha,Warren,z7P3n,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Julia,Allen,9Gd2d,Kiara  Sims,Fort Smith Christian School,40814,11938,No,0.446535081
Jordan,Conger,5zkj9,Kiara  Sims,Cedarville High School,40410,11938,No,0.446535081
Maeli,McMahen,a2kba,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Rylie,Hays,9G4MZ,Kiara  Sims,Ozark High School,41930,11938,No,0.446535081
Anastasia,Mikles,qpyVp,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Emalie,Griffin,MANMQ,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Zoey,Scott,npnGb,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Emily,Brown,pGRZa,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Alexia,Roots,RqKqp,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Auburn,Fields,D5R7G,Kiara  Sims,Mulberry High School,41785,11938,No,0.446535081
Kinlee,Myers,a2kZZ,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Madelyn,Castro,4z9jz,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Billie,Riggs,3zxVD,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Paige,Eldridge,GqV2G,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Rylae,Shelton,j3anp,Kiara  Sims,Northside High School,40835,11938,No,0.446535081
Kinley,Smith,5zkNq,Kiara  Sims,Northside High School,40835,11938,No,0.446535081
Claudia,Inzerillo,9G4d2,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Ry'Liyah,Alexander,Y7Yqk,Kiara  Sims,Northside High School,40835,11938,No,0.446535081
Olivia,Spencer,5zkv7,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Emma,Mikles,AQpz7,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Teresa,Serrano,xR2Yx,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Karla,Nunez,3zxnx,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Jazzmyn,Pennington,vY9pG,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Marlene,Atilano,a2PEk,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Bethany,Lamz,9GZ9M,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Morgan,Jacobson-Seelinger,yYDZR,Kiara  Sims,Mansfield High School,41540,11938,No,0.446535081
Macy,Outler,XEPay,Kiara  Sims,County Line High School,40280,11938,No,0.446535081
Joanna,Crites,gKPG7,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Faith,Cureton,pGPEQ,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Angelina,Peraza,z7Dgz,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Teagen,McMaster,pGP5Q,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Emily,Carter,z7D4V,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Halena,Dugger,5zDgk,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Baylee,Davis,PdVjX,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Tru,Reynolds,V7P9D,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Shayla,Arter,Z7P5g,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Kaitlin,Tanner,N4yMv,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Angie,Richardson,kEPK3,Kiara  Sims,Waldron High School,42565,11938,No,0.446535081
Shayla,Hutchison,qpDNn,Kiara  Sims,Hackett High School,40985,11938,No,0.446535081
Trinity,Bull,Edvxq,Kiara  Sims,Magazine High School,41490,11938,No,0.446535081
Jordan,Lawless,N4vQE,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Keala,Barnhill,3z3GK,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Dharma,Sanders,K2vRx,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Bianca,Lopez,vY5xa,Kiara  Sims,Ozark High School,41930,11938,No,0.446535081
Angel,White,pG7g3,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Jocelyn,Harless,z7a24,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Madison,Hosier,9GygN,Kiara  Sims,Cedarville High School,40410,11938,No,0.446535081
Alexandria,Arnold,D5vKR,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Caidence,Miller,np9k7,Kiara  Sims,County Line High School,40280,11938,No,0.446535081
Daisy,Doyel,pG7RZ,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Sarah,Walker,np9Dp,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Lillian,Durbin,D5vdZ,Kiara  Sims,Greenwood Senior High School,40955,11938,No,0.446535081
Maddison,Trejo,d4b3p,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Annalynn,Sampley,RqvXR,Kiara  Sims,Ozark High School,41930,11938,No,0.446535081
Haylee,Francis,K2vda,Kiara  Sims,Magazine High School,41490,11938,No,0.446535081
Raegan,Moses,QKjpN,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Macybeth,Tobler,a2qNa,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Arianna,Ruiz,Y7ZAg,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Heather,Phillips,xR5XP,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Viktorya,Scott,yYdXE,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Lannie,Melgar,7zRMR,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Krysta,Wright,D5ZbM,Kiara  Sims,Ozark High School,41930,11938,No,0.446535081
Kynadee,Sampley,kEXdz,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Trinity,Rhodes,d43dG,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Khatie,Nouansavane,XEZ9V,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Makia,Cravey,yYdGb,Kiara  Sims,Alma High School,40000,11938,No,0.446535081
Angelina,Parker,7zR72,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Chesney,Ellis,Rqjyp,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Carolann,Trujillo,vYAgV,Kiara  Sims,Southside High School,40837,11938,No,0.446535081
Emylee,Burnett,npNQ5,Kiara  Sims,Van Buren High School,42500,11938,No,0.446535081
Emily,Suttles,3zd4b,Kiara  Sims,Booneville High School,40260,11938,No,0.446535081
Lauren,Moore,G5R4V,Shelby LeGardye,Nettleton High School,41815,12335,No,0.44615519
Annie,Phillips,aayK2,Kiara  Sims,Central Arkansas Christian School,41223,12335,No,0.44615519
Jimena,Gonzalez,bkn9Y,Kiara  Sims,Lisa Academy-West,41486,12335,No,0.44615519
Alaina,Dupas,n7jNa,Kiara  Sims,Robinson High School,41430,12335,No,0.44615519
Kaysen,Lomax,4zpN5,Shelby LeGardye,Valley View High School,41272,12335,No,0.44615519
Chloe,Prater,V79dp,Lainie Cockrum,Hoxie School,41175,12335,No,0.44615519
Erin,Hartje,5zPZM,Kiara  Sims,Maumelle High School,41861,12335,No,0.44615519
Zarriah,Wheeler,K2gAY,Shelby LeGardye,Marion High School,41560,12335,No,0.44615519
Matti,Eldridge,N4MNv,Shelby LeGardye,Westside High School,41274,12335,No,0.44615519
Jamie,Marks,D5M3X,Kiara  Sims,Parkview Arts-Sci Magnet High School,41443,12335,No,0.44615519
Teagan,Weaver,aV7KR,Shelby LeGardye,Nettleton High School,41815,12335,No,0.44615519
Miriam,Harper,dV4X5,Kiara  Sims,Mt St Mary Academy,41440,12335,No,0.44615519
Cristal,Martinez,VV5p2,Tommy Newton,Batesville High School,40115,12347,No,0.446113765
Mitchell,Bowen,dNpQM,Tommy Newton,,,12348,No,0.445869207
Austin,Parrish,4zA5z,Tommy Newton,,,12348,No,0.445869207
Alejandro,Castaneda,pGyaz,Tommy Newton,,,12348,No,0.445869207
Daniel,Albarran,9GqNb,Tommy Newton,,,12348,No,0.445869207
Robert,Law,9G95x,Tommy Newton,,,12348,No,0.445869207
Kayvon,Brookins,j34aA,Tommy Newton,,,12348,No,0.445869207
Samuel,Cortez,2VKqP,Tommy Newton,,,12348,No,0.445869207
Jonathan,Retana,N4QK9,Tommy Newton,,,12348,No,0.445869207
Kyan,Rakeeb,9GRZV,Tommy Newton,,,12348,No,0.445869207
Sahil,Fnu,bN3QX,Tommy Newton,,,12348,No,0.445869207
Zachary,Ross,xRn44,Tommy Newton,,,12348,No,0.445869207
Aaron,Ho,K2N3a,Tommy Newton,,,12348,No,0.445869207
Chad,Carney,pGEnN,Tommy Newton,,,12348,No,0.445869207
Diego,Ortiz,a2a9k,Tommy Newton,,,12348,No,0.445869207
Inn,Lapkoske,RqqVd,Tommy Newton,,,12348,No,0.445869207
Francisco,Gonzales,D5524,Tommy Newton,,,12348,No,0.445869207
Benjamin,Ramirez,7zzb9,Tommy Newton,,,12348,No,0.445869207
Adrian,Raya,a2V25,Tommy Newton,,,12348,No,0.445869207
Eric,Silva,AQKXM,Tommy Newton,,,12348,No,0.445869207
Kyle,Andrian,Z7jM9,Tommy Newton,,,12348,No,0.445869207
Angel,Loera,GqynD,Tommy Newton,,,12348,No,0.445869207
Ryan,Goforth,z7QAq,Tommy Newton,,,12348,No,0.445869207
Miguel,Raya,Z7zGM,Tommy Newton,,,12348,No,0.445869207
Daryl,Walter,Gq7gk,Tommy Newton,,,12348,No,0.445869207
Charles,Schlichenmeyer,yYkEx,Tommy Newton,,,12348,No,0.445869207
Ashton,Dorsey,kE4pR,Tommy Newton,,,12348,No,0.445869207
Joel,Cantull,yYEyY,Tommy Newton,,,12348,No,0.445869207
Mang,Lian,N42n3,Tommy Newton,,,12348,No,0.445869207
Isaac,Braly,xRb72,Tommy Newton,,,12348,No,0.445869207
Kuol,Atak,Rqby3,Tommy Newton,,,12348,No,0.445869207
Brad,Triana,vYaRp,Tommy Newton,,,12348,No,0.445869207
Alain,Amissah,N4qk2,Tommy Newton,,,12348,No,0.445869207
Christopher,Aldrich,a2vzd,Tommy Newton,,,12348,No,0.445869207
Candice,Psenak,D5VR7,Tommy Newton,,,12348,No,0.445869207
Harry,Hamilton,vYPQA,Tommy Newton,,,12348,No,0.445869207
Peter,Gresser,kE3AN,Tommy Newton,,,12348,No,0.445869207
Drake,Paquette,QKdkq,Tommy Newton,,,12348,No,0.445869207
Sanskar,Bhattarai,RqvDN,Tommy Newton,,,12348,No,0.445869207
Makalai,White,d4Vpq,Tommy Newton,Mansfield Timberview High School,440263,12386,No,0.445692033
Sharon,Oladimeji,PdnQV,Tommy Newton,Mansfield Timberview High School,440263,12386,No,0.445692033
Brian,Minor,Rq5Zg,Tommy Newton,James Bowie High School,440243,12386,No,0.445692033
Alondra,Hernandez,D5VX3,Tommy Newton,Macarthur High School,443562,12386,No,0.445692033
Breanna,Coit,z7PR7,Tommy Newton,Macarthur High School,443562,12386,No,0.445692033
Julia,Borges,D5XvZ,Tommy Newton,Flower Mound High School,442434,12386,No,0.445692033
Jordan,Stair,dNkP5,Lainie Cockrum,Mountain View High School,41750,12392,No,0.445596784
Laney,Barrett,7zy9M,Lainie Cockrum,Harrison High School,41025,12392,No,0.445596784
Addison,Taylor,p5YkV,Lainie Cockrum,Viola High School,42535,12392,No,0.445596784
Kaci,Flower,p5GbP,Lainie Cockrum,Harrison High School,41025,12392,No,0.445596784
Kristian,Harris,2Y4Nz,Shelby LeGardye,Trumann High School,42455,12396,No,0.445404708
Alonzo,Rangel,9G7bZ,Kiara  Sims,Green Forest High School,40940,12397,No,0.445258647
Riley,Mcghee,bNggA,Tommy Newton,Crossett High School,40540,12398,No,0.445255965
Lauren,Hazelton,z7RAy,Tommy Newton,,,12399,No,0.445125788
Mia,Heck,npQjg,Tommy Newton,,,12399,No,0.445125788
Isabella,Alshawish,d4Zgk,Tommy Newton,,,12399,No,0.445125788
Jenna,Clark,Edzyd,Tommy Newton,,,12399,No,0.445125788
Harlem,Taylor,dNz3Y,Kiara  Sims,Lisa Academy-West,41486,12403,No,0.445082188
Jonathan,Ford,EdnNj,Kiara  Sims,Pulaski Academy,41444,12403,No,0.445082188
Syria,Page,a29Q5,Kiara  Sims,Hector High School,41070,12405,No,0.444889843
Kallista,Combs,kkDVR,Kiara  Sims,Westside High School,40475,12405,No,0.444889843
Adam,Ahmad,AyvPK,Kiara  Sims,Central High School,41422,12407,No,0.444559485
Fabricio,Silva,PNRgz,,,,12408,No,0.444103092
Matthew,Nielsen,3zqyN,Scarlett Barnes,,,12408,No,0.444103092
Seirra,Roberts,xv5jV,Shelby LeGardye,Westside High School,41274,12410,No,0.444094807
Abby,Felkins,PGR4E,Shelby LeGardye,Westside High School,41274,12410,No,0.444094807
Carley,Starnes,Z7YXn,Shelby LeGardye,Nettleton High School,41815,12410,No,0.444094807
Noah,Olague,qp2qv,Kiara  Sims,Clarksville High School,40460,12413,No,0.444004744
Alex,Tarpley,5djMZ,Kiara  Sims,Russellville High School,42195,12413,No,0.444004744
Caleb,Andrews,ZNAz3,Shelby LeGardye,Nettleton High School,41815,12415,No,0.443885386
Jason,Le,Ra3bx,Kiara  Sims,Southside Charter High School,40120,12416,No,0.443726361
Landon,Richardson,AgZxy,Kiara  Sims,Booneville High School,40260,12416,No,0.443726361
Caden,Robbins,Z7pMV,Kiara  Sims,Mountainburg High School,41735,12416,No,0.443726361
Colton,Pate,DxG5V,Kiara  Sims,Alma High School,40000,12416,No,0.443726361
Bethany,Catron,b35q5,Lainie Cockrum,Arkansas School for Math Sciences and the Arts,41148,12420,No,0.44336018
Aubrey,Treadwell,G5dKg,Kiara  Sims,Rogers High School,42165,12420,No,0.44336018
Karime,Lopez,aYNGb,Kiara  Sims,Rogers High School,42165,12420,No,0.44336018
Jayden,Lander,jq7pp,Kiara  Sims,Haas Hall Academy-Fayetteville,42762,12420,No,0.44336018
Quimzilyn,Widders,GAadV,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Anna,Todd,QAzyz,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Emma,Curtis,NkynE,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Emilia,Hansen,4GZnv,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Zara,Hamidi,pEP4y,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Lorena,Aguirre,XkPKG,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Emma,Smith,ZNPan,Kiara  Sims,Bentonville High School,40175,12420,Yes,0.44336018
Kylie,Nolan,DkdYy,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Kaitlyn,Stancliffe,zbD37,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Makinley,Turner,jqyEY,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Emma,Foust,g5naa,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Anna,Behnke,RQj9p,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Kirstan,Sayavong,5yYzp,Kiara  Sims,Springdale High School,42315,12420,No,0.44336018
Jojalena,Tibon,aad2n,Kiara  Sims,Siloam Springs High School,42280,12420,No,0.44336018
Juliana,Britt,9YAy4,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Olivia,Martin,ZNa2a,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Mia,Holterman,kaZXD,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Denise,Calderon,4GPpM,Kiara  Sims,Rogers High School,42165,12420,No,0.44336018
Mahala,Holliday,xzp52,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Mia,Flores-Lozano,pED2D,Kiara  Sims,Russellville High School,42195,12420,No,0.44336018
Taylor,Lochhead,bk4ZP,Lainie Cockrum,Norfork High School,41840,12420,No,0.44336018
Melissa,Arias,DkqvE,Kiara  Sims,Russellville High School,42195,12420,No,0.44336018
Millie,Major,Rq9gA,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Lillian,Cooper,RqY9b,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Ashlee,Ramirez,V7MKb,Kiara  Sims,Siloam Springs High School,42280,12420,No,0.44336018
Elizabeth,Cervantes,xRV9A,Kiara  Sims,Springdale High School,42315,12420,No,0.44336018
Makenzie,Owens,K2XNV,Kiara  Sims,Gentry High School,40875,12420,No,0.44336018
